crumbs	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title	title_de	description	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application	application-de	color	color-de	height	length	material	material-de	size	size-de	voltage_rating	weight	width	type	type-de
Tools & Instruments|Hand Tools|Hammers|Claw Hammers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820060000	in stock	7.46	https://pacificsupply.bloomreach.com/products/360808	360808	Klein 808-20 20 oz Straight Claw Hammer	Klein 808-20 20 Unzen Gerade Claw Hammer	Klein 808-20 20oz Straight-Claw Hammer, Heavy Duty	Klein 808-20 20 Unzen Gerade Claw Hammer, Heavy Duty	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_360808.jpg	4.7	Klein Tools	808-20	9264481009	Straight claw hammer - heavy duty - easy nail pulling in tight quarters	Gerade Klauenhammer - schwere - leicht Nagel in engen ziehen										1.88		Straight-Claw Hammers	Gerade Klaue Hammers
Tools & Instruments|Hand Tools|Hammers|Claw Hammers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820060000	in stock	6.79	https://pacificsupply.bloomreach.com/products/21546	21546	Klein 808-16 16 oz Hammer	Klein 808-16 16 Unzen Hammer	Klein 808-16 16oz Straight-Claw Hammer, Heavy Duty	Klein 808-16 16 Unzen Gerade Claw Hammer, Heavy Duty	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21546.jpg	4.28	Klein Tools	808-16	9264481008	Straight claw hammer - heavy duty - easy nail pulling in tight quarters	Gerade Klauenhammer - schwere - leicht Nagel in engen ziehen										1.72		Straight-Claw Hammers	Gerade Klaue Hammers
Tools & Instruments|Hand Tools|Hammers|Claw Hammers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820060000	in stock	5.06	https://pacificsupply.bloomreach.com/products/3423061	3423061	Ideal 35-210 Elect Hammer 18oz	Ideal 35-210 Elect Hammer 18 Unzen	IDEAL 35-210 Electrician's Hammer, Straight Claw 18oz w/ Fiberglass Handle	IDEAL 35-210 Elektriker-Hammer, gerade Klaue 18 Unzen w / Fiberglasstiel	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3423061.jpg	3.19	Ideal Industries	35-210	78325035210												1.9		Drop-Forged Hammer	Gesenkgeschmiedeter Hammer
Tools & Instruments|Hand Tools|Hammers|Ball-Peen Hammer	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820010000	in stock	8.65	https://pacificsupply.bloomreach.com/products/360992	360992	Klein 803-16 16 oz Ball Peen Hammer	Klein 803-16 16 Unzen Schlosserhammer	Klein 803-16 16oz Ball Peen Hammer, Hickory Handle, 13-1/2	Klein 803-16 16 Unzen Schlosserhammer, Hickorystiel, 13-1 / 2	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_360992.jpg	5.45	Klein Tools	803-16	9264481112												1.44		Ball-Peen Hammers	Ball-Peen Hammer
Tools & Instruments|Hand Tools|Hammers|Claw Hammers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820060000	in stock	9.16	https://pacificsupply.bloomreach.com/products/21545	21545	Klein 807-18 18oz Electrician's	Klein 807-18 18 Unzen des Elektriker	Klein 807-18 Electrician's Straight-Claw Hammer	Klein 807-18 Elektriker-gerade-Klauenhammer	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21545.jpg	5.77	Klein Tools	807-18	9264481004	Electricians straight claw hammer - balanced and designed specifically for use in electrical work	Elektriker gerade Klauenhammer - ausgewogen und speziell für den Einsatz in elektrischen Arbeiten konzipiert										1.9		Straight-Claw Hammers	Gerade Klaue Hammers
Tools & Instruments|Hand Tools|Hammers|Hammer Accessories	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820120000	in stock	10.4	https://pacificsupply.bloomreach.com/products/4653024	4653024	Dewalt DW5517PAD Pin Anchor Drive	Dewalt DW5517PAD Pin Anker Antrieb	Stanley Black & Decker DW5517PAD Pin Anchor Drive Sleeve	Stanley Black & Decker DW5517PAD Pin Anker Antriebshülse	DEWALT	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4653024.jpg	6.55	Stanley Black & Decker	DW5517PAD	88591124570												0.82			
Tools & Instruments|Hand Tools|Hammers|Claw Hammers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820060000	in stock	12.78	https://pacificsupply.bloomreach.com/products/4774337	4774337	Klein 809-36MF Lineman's	Klein 809-36MF Lineman ist	Klein 809-36MF Lineman's Milled-Face Hammer	Klein 809-36MF Lineman der Fräst-Face-Hammer	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4774337.jpg	8.05	Klein Tools	809-36MF	9264481000															
Tools & Instruments|Hand Tools|Hammers|Claw Hammers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250820000000|PNB250820060000	in stock	6.46	https://pacificsupply.bloomreach.com/products/4896377	4896377	Dewalt DWHT51048 DWT 16oz 1 piece Steel	Dewalt DWHT51048 DWT 16 Unzen 1 Stück Stahl	Dewalt DWHT51048 16 Oz 1 Piece Steel Rip Claw Hammer	Dewalt DWHT51048 16 Oz 1 Stück Stahl Rip Claw Hammer	DEWALT	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4896377.jpg	4.07	Stanley Black & Decker	DWHT51048	7617451048												1.765			
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	9.67	https://pacificsupply.bloomreach.com/products/349295	349295	Klein 68245 5-PC Rev Ratchet Set	Klein 68245 5-PC Rev Ratchet Set	Klein 68245 5pc Reversible Ratcheting Box Wrench Set	Klein 68245 5pc umschaltbaren Ratschen-Box Wrench Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_349295.jpg	6.09	Klein Tools	68245	9264468245	Reverse ratcheting action by simply turning wrench over	Reverse-Ratschen-Aktion durch einfaches Drehen Schlüssel über										1.9		Ratcheting Offset Box Wrenches	Ratschen-Offset Box Wrenches
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	11.88	https://pacificsupply.bloomreach.com/products/3123321	3123321	Klein 68236 3/8X7/16 Rev Ratchet	Klein 68236 3 / 8X7 / 16 Rev Ratsche	Klein 68236 Reversible Ratcheting Box Wrench, 3/8 x 7/16	Klein 68236 umschaltbaren Ratschenringschlüssel, 3/8 x 7/16	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3123321.jpg	7.48	Klein Tools	68236	9264468236	Laminated construction for greater strength.	Schichtaufbau für eine höhere Festigkeit.										0.15		Ratcheting Offset Box Wrenches	Ratschen-Offset Box Wrenches
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	11.32	https://pacificsupply.bloomreach.com/products/348936	348936	Klein 68204 5/8X3/4 Boxend Ratchet	Klein 68204 5 / 8X3 / 4 Boxend Ratsche	Klein 68204 Ratcheting Box Wrench, 5/8 x 3/4	Klein 68204 Ratschen-Ringschlüssel 5/8 x 3/4	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_348936.jpg	7.13	Klein Tools	68204	9264468204	Laminated construction for greater strength.	Schichtaufbau für eine höhere Festigkeit.										0.45		Ratcheting Box Wrenches - Standard	Ratschen-Ringschlüssel - Standard
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	9.44	https://pacificsupply.bloomreach.com/products/349237	349237	Klein 68242 3/4X7/8 Rev Ratchet	Klein 68242 3 / 4x7 / 8 Rev Ratsche	Klein 68242 Reversible Ratcheting Box Wrench, 3/4 x 7/8	Klein 68242 umschaltbaren Ratschenringschlüssel, 3/4 x 7/8	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_349237.jpg	5.95	Klein Tools	68242	9264468242	Laminated construction for greater strength.	Schichtaufbau für eine höhere Festigkeit.										0.5		Ratcheting Offset Box Wrenches	Ratschen-Offset Box Wrenches
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	8.76	https://pacificsupply.bloomreach.com/products/348880	348880	Klein 68202 1/2X9/16 Boxend Ratchet	Klein 68202 1 / 2X9 / 16 Boxend Ratsche	Klein 68202 Ratcheting Box Wrench, 1/2 x 9/16	Klein 68202 Ratschen-Ringschlüssel 1/2 x 9/16	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_348880.jpg	5.52	Klein Tools	68202	9264468202	Laminated construction for greater strength.	Schichtaufbau für eine höhere Festigkeit.										0.31		Ratcheting Box Wrenches - Standard	Ratschen-Ringschlüssel - Standard
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	7.26	https://pacificsupply.bloomreach.com/products/349175	349175	Klein 68238 1/2X9/16 Rev Ratchet	Klein 68238 1 / 2X9 / 16 Rev Ratsche	Klein 68238 Reversible Ratcheting Box Wrench, 1/2 x 9/16	Klein 68238 umschaltbaren Ratschenringschlüssel, 1/2 x 9/16	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_349175.jpg	4.58	Klein Tools	68238	9264468238												0.3			
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	12.1	https://pacificsupply.bloomreach.com/products/4528080	4528080	Greenlee 20495 Wrench Ratchet	Greenlee 20495 Schraubenschlüssel Ratchet	Greenlee 20495 Wrench Ratchet	Greenlee 20495 Schraubenschlüssel Ratchet	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4528080.jpg	7.62	Greenlee	20495	78331020495												2.2			
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	5.93	https://pacificsupply.bloomreach.com/products/349088	349088	Klein 68222 7-PC Boxend Ratchet	Klein 68222 7-PC Boxend Ratchet	Klein 68222 7pc Ratcheting Box Wrench Set	Klein 68222 7pc Ratschen Box Wrench Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_349088.jpg	3.74	Klein Tools	68222	9264468222	Wrenches flip over to reverse ratchet	Schraubenschlüssel umdrehen, um Rücklaufsperre					Steel	Stahl				2.76		Ratcheting Box Wrenches - Standard	Ratschen-Ringschlüssel - Standard
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	8.52	https://pacificsupply.bloomreach.com/products/21497	21497	Klein 68244 3PC Wrench Set Ratchet	Klein 68244 3pc Wrench Set Ratchet	Klein 68244 3pc Reversible Ratcheting Box Wrench Set	Klein 68244 3pc umschaltbaren Ratschen-Box Wrench Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21497.jpg	5.37	Klein Tools	68244	9264468244	There are different size single-hex openings on each end of the wrenches	Es gibt unterschiedliche Größe Einzel hex Öffnungen an jedem Ende des Schraubenschlüssels					Steel	Stahl				0.85		Ratcheting Offset Box Wrenches	Ratschen-Offset Box Wrenches
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.38	https://pacificsupply.bloomreach.com/products/4375808	4375808	HPS C4031384 Wirecutter, Ratchet 8'	HPS C4031384 Wirecutter, Ratsche 8'	Hubbell Power C4031384 8 Foot 556 kcmil Steel Shear Blade Ratchet Cable Cutter	Hubbell Leistung C4031384 8 Fuß 556 kcmil Stahlschere Klingen Ratchet Kabelschneider	CHANCE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4375808.jpg	7.8	Hubbell Power Systems	C4031384	9635901907												16		Ratchet Cable Cutter	Ratchet Kabelschneider
Tools & Instruments|Hand Tools|Wrenches & Sockets|Sockets|Socket	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881020000|PNB250881020300	in stock	8.53	https://pacificsupply.bloomreach.com/products/3952513	3952513	Klein 65620 4 3/4 Inch Ratchet	Klein 65620 4 3/4 Inch Ratsche	Klein 65620 4-3/4 Ratchet, 1/4 Drive	Klein 65620 4-3 / 4 Ratsche, 1/4 Antrieb	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3952513.jpg	5.38	Klein Tools	65620	9264465620	Fastening	Befestigung										0.34		Ratcheting	Ratschen
Tools & Instruments|Hand Tools|Wrenches & Sockets|Sockets|Socket	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881020000|PNB250881020300	in stock	14.16	https://pacificsupply.bloomreach.com/products/33655	33655	Klein 65820 1/2 Drive 10-1/2 Ratchet	Klein 65820 1/2 Antrieb 10-1 / 2 Ratsche	Klein 65820 10 Ratchet, 1/2 Drive	Klein 65820 Ratsche 10, 1/2 Antrieb	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_33655.jpg	8.92	Klein Tools	65820	9264465820							Steel	Stahl				1.34			
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Wire Crimpers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866100000	in stock	5.58	https://pacificsupply.bloomreach.com/products/3939913	3939913	T&B WT2130A Hand Ratchet Tool	T & B WT2130A Handratsche Werkzeug	Thomas & Betts WT2130A Ratchet Hand Tool	Thomas & Betts WT2130A Ratschenhandwerkzeug	Sta-Kon	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3939913	3.52	ABB Installation Products	WT2130A	78621079637	Crimping terminals/splices/disconnects.	Quetschanschlüsse / Spleiße / trennt.										1.37		Manual Crimp Tool	Manuelles Crimpwerkzeug
Tools & Instruments|Hand Tools|Pliers|Crimping Pliers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250855000000|PNB250855040000	in stock	13.86	https://pacificsupply.bloomreach.com/products/4797496	4797496	ILSCO ILST-22K Hand Die Ratchet	ILSCO ILST-22K Hand Die Ratsche	ILSCO ILST-22K Crimping Tool Kit	ILSCO ILST-22K Crimping Tool Kit	ILSCO	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4797496.jpg	8.73	ILSCO	ILST-22K	78366999874												2.581			
Tools & Instruments|Hand Tools|Wrenches & Sockets|Sockets|Socket	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881020000|PNB250881020300	in stock	6.43	https://pacificsupply.bloomreach.com/products/3316379	3316379	Klein 65720 7 Inch Ratchet	Klein 65720 7-Zoll-Ratsche	Klein 65720 7 Ratchet, 3/8 Drive	Klein 65720 7 Ratsche, 3/8 Antrieb	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3316379.jpg	4.05	Klein Tools	65720	9264465720	Durable chrome-plated finish.	Durable verchromt.										0.75		Forged from the highest quality alloy steel.	Geschmiedet aus höchster Qualität legiertem Stahl.
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	9.12	https://pacificsupply.bloomreach.com/products/3309792	3309792	Greenlee 438-5H Spring Steel Fish Tape	Greenlee 438-5H Federstahl Einziehbands	Greenlee 438-5H Spring Steel Fish Tape - 50' x 1/8	Greenlee 438-5H Federstahl Einziehbands - 50' x 1/8	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3309792.jpg	5.75	Greenlee	438-5H	78331007500	For Excellent Fishing Performance	Für gute Angel Leistung				50 ft	Steel	Stahl				7.75			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	8.42	https://pacificsupply.bloomreach.com/products/4014388	4014388	Greenlee FTF540-100 Fiberglass Fish Tape	Greenlee FTF540-100 Fiberglas Einziehbands	Greenlee FTF540-100 Fiberglass Fish Tape - 100' x 11/64	Greenlee FTF540-100 Fiberglas Einziehbands - 100 x 11/64	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4014388.jpg	5.31	Greenlee	FTF540-100	78331012718	For Installation Of Telecommunications And Data Communication Cables In Overhead Plenums, Above Suspended Ceilings And Under Floors And For Fishing In Conduit With Wire Or Cable Present	Für die Installation von Telekommunikations- und Datenkommunikationskabeln im Gemein Plenum, über Decken suspendiert und unter Fußböden und für die Fischerei in der Leitung mit Draht oder Kabeln Präsens				100 ft	Fiberglass	Fiberglass				3.4		Non Conductive	Nicht leitend
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	10.95	https://pacificsupply.bloomreach.com/products/4820825	4820825	Klein 56056 Multi-Groove Fish Tape	Klein 56056 Multi-Groove Einziehbands	Klein 56056 Multi-Groove Fish Tape, 200 Ft.	Klein 56056 Multi-Groove Einziehbands, 200 Ft.	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4820825.jpg	6.9	Klein Tools	56056	9264456056	The 17'' (432 mm) case diameter means you can reel in 10% more tape in a single revolution vs. a 16'' (406 mm) case.	Die 17 '' (406 mm) case '(432 mm) Fall Durchmesser Mittel kann man in 10% mehr Band in einer einzigen Umdrehung im Vergleich zu einem 16 taumeln'.				200 ft						6.27		Multiple grooves molded into the fish tape provides less friction in conduit with or without wires for smoother tape feeding.	Mehrere Nuten in die Einziehband geformt bietet weniger Reibung in der Leitung mit oder ohne Kabel für glattere Bandvorschieben.
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	9.49	https://pacificsupply.bloomreach.com/products/4044554	4044554	Klein 56003 1/8 Steel Fish Tape	Klein 56003 1/8 Stahl Einziehbands	Klein 56003 1/8 x 125ft Steel Fish Tape	Klein 56003 1/8 x 125ft Stahl Einziehbands	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4044554.jpg	5.98	Klein Tools	56003	9264456003	High strength spring steel fish tapes are stiff for long runs and are great for heavy duty wire pulls	Hochfeste Federstahl Fisch Bänder ist steif für lange Läufe und ist für schweren Draht zieht				125 ft	Steel	Stahl				4.9		Steel Fish Tapes	Stahl Kabeleizugsbänder
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	7	https://pacificsupply.bloomreach.com/products/4368560	4368560	Klein 56004 240' Steel Fish Tape	Klein 56004 240' Steel Einziehbands	Klein 56004 1/8 x 240' Steel Fish Tape	Klein 56004 1/8 x 240' Steel Einziehband	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4368560.jpg	4.41	Klein Tools	56004	9264456004	High strength spring steel fish tapes are stiff for long runs and are great for heavy duty wire pulls	Hochfeste Federstahl Fisch Bänder ist steif für lange Läufe und ist für schweren Draht zieht				240 ft	Steel	Stahl				7.84	1/8	Steel Fish Tapes	Stahl Kabeleizugsbänder
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	7.63	https://pacificsupply.bloomreach.com/products/3190777	3190777	Ideal 31-162 S-Class Fish Tape 100'	Ideal 31-162 S-Klasse Einziehbands 100'	Ideal 31-162 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 100' x 3/16, Eyelet End	Ideal 31-162 Ersatz-S-Klasse & # 174; Einziehband (Fiberglass w / Nylon Jacket), 100' x 3/16, Ösenende	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3190777.jpg	4.81	Ideal Industries	31-162	78325031162	Use Around Live Circuits	Einsatz rund um Live-Schaltungen				100 ft	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				2.05			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	14.72	https://pacificsupply.bloomreach.com/products/4076473	4076473	Greenlee FTN536-100 Nylon Fish Tape	Greenlee FTN536-100 Nylon Einziehbands	Greenlee FTN536-100 Nylon Fish Tape - 100' x 3/16	Greenlee FTN536-100 Nylon Einziehbands - 100 x 3/16	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4076473.jpg	9.27	Greenlee	FTN536-100	78331012716	For Fast, Clean Fishing, For Fishing In Conduit With Wire Or Cable Present	Für schnelle, saubere Angeln, für in der Leitung mit Draht oder Kabel Präsens Angeln				100 ft	Nylon	Nylon				3.65		Non Conductive, Curl Resistant	Nicht leitende, Locke Resistant
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	13.95	https://pacificsupply.bloomreach.com/products/454733	454733	Ideal 31-004 50'1/8X.060 Fish Tape	Ideal 31-004 50'1 / 8X.060 Einziehbands	Ideal 31-004 Replacement Blued-Steel&#8482; Fish Tape, 50' x 1/8 x .060	Ideal 31-004 Ersatz Blued-Steel & # 8482; Einziehbands, 50' x 1/8 x 0,060	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_454733.jpg	8.79	Ideal Industries	31-004	78325031004	For Installation Tube	Für Installationsrohr				50 ft	Carbon Steel	Kohlenstoffstahl				1.58	0.125 in	Replacement Fish Tape1	Ersatz Fisch Tape1
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	14.94	https://pacificsupply.bloomreach.com/products/3947562	3947562	Ideal 31-152 S-Class Fish Tape 100'	Ideal 31-152 S-Klasse Einziehbands 100'	Ideal 31-152 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 100' x 3/16, Leader End	Ideal 31-152 Ersatz-S-Klasse & # 174; Einziehbands (Fiberglas w / Nylon Jacket), 100 x 3/16, Leiter End	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3947562.jpg	9.41	Ideal Industries	31-152	78325031152						100 ft	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				1.95			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	14.23	https://pacificsupply.bloomreach.com/products/455760	455760	Ideal 31-065 Fish Tape with Eyelet	Ideal 31-065 Einziehbands mit Öse	Ideal 31-065 Tuff-Grip&#8482; Pro S-Class&#174; Fiberglass Fish Tape w/ Eyelet End, 200' x 3/16dia.	Ideal 31-065 Tuff-Grip & # 8482; Pro S-Klasse & # 174; Fiberglas Einziehbands w / Ösen-End, 200' x 3 / 16dia.	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_455760.jpg	8.96	Ideal Industries	31-065	78325031065						200 ft	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				5.45			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	13.9	https://pacificsupply.bloomreach.com/products/456919	456919	Ideal 31-160 S-Class Fish Tape 50-FT	Ideal 31-160 S-Klasse Einziehbands 50-FT	Ideal 31-160 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 50' x 3/16, Eyelet End	Ideal 31-160 Ersatz-S-Klasse & # 174; Einziehband (Fiberglass w / Nylon Jacket), 50' x 3/16, Ösenende	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_456919.jpg	8.76	Ideal Industries	31-160	78325031160						50 ft	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				1.03			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	11.26	https://pacificsupply.bloomreach.com/products/457336	457336	Ideal 31-186 100'S-Class Fish Tape	Ideal 31-186 100er Einheiten-Klasse Einziehbands	Ideal 31-186 Rapid-Pak&#174; S-Class&#174; Fiberglass Fish Tape w/ Leader End, 100' x 3/16	Ideal 31-186 Schnelle-Pak & # 174; S-Klasse & # 174; Fiberglas Einziehbands w / Leader-End, 100' x 3/16	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_457336.jpg	7.09	Ideal Industries	31-186	78325031186						100 ft	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				4			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	9.22	https://pacificsupply.bloomreach.com/products/3982938	3982938	Ideal 31-150 S-Class Fish Tape 50'	Ideal 31-150 S-Klasse Einziehbands 50'	Ideal 31-150 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 50' x 3/16, Leader End	Ideal 31-150 Ersatz-S-Klasse & # 174; Einziehbands (Fiberglas w / Nylon Jacket), 50' x 3/16, Leiter End	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3982938.jpg	5.81	Ideal Industries	31-150	78325031150						50 ft	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				1.03			
