catid	catname_en	catname_de
NA_251501090400	Auger Bits	Bohrer
NA_110000000000	Conduit, Fittings, & Raceway	Leitungsrohre, Formstücke und Kabelkanäle
NA_110300000000	Electrical Conduit & Fittings	Elektroinstallationsrohre und -armaturen
NA_110302000000	Metallic Conduit & Fittings	Metallische Leitungsrohre und Formstücke
NA_110302030000	Conduit Body, Covers, & Gaskets	Leitungskörper, Abdeckungen und Dichtungen
NA_110302030900	Type LB Condulets	Leitungen vom Typ LB
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160100000000	Fastener Assortments	Sortimente an Befestigungselementen
NA_160101000000	Anchor Kit	Anker-Set
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503410000	Saws	Sägen
NA_251503410300	Circular Saws	Kreissägen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120910000000	Selector Switches	Wahlschalter
NA_120910040000	30mm	30 mm
NA_120910040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503400000	Sanders and Grinders	Schleifmaschinen und Schleifgeräte
NA_251503400500	Grinders	Schleifmaschinen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120905000000	Legend Plates	Legendenschilder
NA_220000000000	Safety Products	Sicherheitsprodukte
NA_220900000000	Personal Protective Equipment	Persönliche Schutzausrüstung
NA_221100000000	Safety Apparel	Schutzkleidung
NA_221102000000	Chemical Splash-Resistant Clothing	Chemikalienbeständige Kleidung
NA_221102050000	Chemical Resistant Coveralls	Chemikalienbeständige Overalls
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503410000	Saws	Sägen
NA_251503410100	Band Saws	Bandsägen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120910000000	Selector Switches	Wahlschalter
NA_120910040000	30mm	30 mm
NA_120910040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503400000	Sanders and Grinders	Schleifmaschinen und Schleifgeräte
NA_251503400500	Grinders	Schleifmaschinen
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503400000	Sanders and Grinders	Schleifmaschinen und Schleifgeräte
NA_251503400500	Grinders	Schleifmaschinen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120911000000	Surface-Mount Control Stations	Oberflächenmontierte Steuerstationen
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503410000	Saws	Sägen
NA_251503410200	Chop Saws	Kappsägen
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160303000000	Ropes	Seile
NA_160303120000	Wire Ropes	Drahtseile
NA_220000000000	Safety Products	Sicherheitsprodukte
NA_220900000000	Personal Protective Equipment	Persönliche Schutzausrüstung
NA_220908000000	Hard Hats & Head Protections	Schutzhelme und Kopfschutz
NA_220908070000	Hard Hats	Schutzhelme
NA_220000000000	Safety Products	Sicherheitsprodukte
NA_220900000000	Personal Protective Equipment	Persönliche Schutzausrüstung
NA_220908000000	Hard Hats & Head Protections	Schutzhelme und Kopfschutz
NA_220908070000	Hard Hats	Schutzhelme
NA_160000000000	Fasteners & Hardwares	Befestigungselemente & Eisenwaren
NA_160400000000	Fasteners	Befestigungselemente
NA_160402000000	Nuts & Washers	Muttern und Unterlegscheiben
NA_160402010000	Nuts	Nüsse
NA_160402010700	Hex Nuts	Sechskantmuttern
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251501000000	Attachments	Anlagen
NA_251501090000	Drill Bits	Bohrer
NA_251501092800	Masonry Bits	Mauerwerksteile
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251501000000	Attachments	Anlagen
NA_251501090000	Drill Bits	Bohrer
NA_251501090100	Aircraft Extension Drill Bits	Flugzeug-Verlängerungsbohrer
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120911000000	Surface-Mount Control Stations	Oberflächenmontierte Steuerstationen
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251501000000	Attachments	Anlagen
NA_251501090000	Drill Bits	Bohrer
NA_251501090100	Aircraft Extension Drill Bits	Flugzeug-Verlängerungsbohrer
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120905000000	Legend Plates	Legendenschilder
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251501000000	Attachments	Anlagen
NA_251501090000	Drill Bits	Bohrer
NA_251501091800	Drill Bit Sets	Bohrer-Sets
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120910000000	Selector Switches	Wahlschalter
NA_120910040000	30mm	30 mm
NA_120910040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160302000000	Fittings & Accessories	Armaturen und Zubehör
NA_160302200000	Rope Grab Hardware	Seilgreifer-Hardware
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305080000	Fiber Optic Cables	Glasfaserkabel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305080000	Fiber Optic Cables	Glasfaserkabel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160100000000	Fastener Assortments	Sortimente an Befestigungselementen
NA_160101000000	Anchor Kit	Anker-Set
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120910000000	Selector Switches	Wahlschalter
NA_120910040000	30mm	30 mm
NA_120910040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardwares	Befestigungselemente & Eisenwaren
NA_160400000000	Fasteners	Befestigungselemente
NA_160402000000	Nuts & Washers	Muttern und Unterlegscheiben
NA_160402010000	Nuts	Nüsse
NA_160402010200	Cap Nuts	Hutmuttern
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160302000000	Fittings & Accessories	Armaturen und Zubehör
NA_160302170000	J-Hooks	J-Hooks
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_250800000000	Hand Tools	Handwerkzeuge
NA_250855000000	Pliers	Zange
NA_250855110000	Long Nose Pliers	Spitzzange
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240600000000	Receptacles	Behälter
NA_240607000000	Straight Blade	Gerade Klinge
NA_240607030000	Single	Einzel
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240400000000	Plugs & Connectors	Stecker und Steckverbinder
NA_240405000000	Twist Lock Devices	Drehverschlussvorrichtungen
NA_240405020000	Connectors	Steckverbinder
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120911000000	Surface-Mount Control Stations	Oberflächenmontierte Steuerstationen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120903000000	Indicator Pilot Lights	Kontrollleuchten
NA_120903040000	30mm	30 mm
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120905000000	Legend Plates	Legendenschilder
NA_160000000000	Fasteners & Hardwares	Befestigungselemente & Eisenwaren
NA_160400000000	Fasteners	Befestigungselemente
NA_160402000000	Nuts & Washers	Muttern und Unterlegscheiben
NA_160402020000	Washers	Unterlegscheiben
NA_160402020500	Flat Washers	Flache Unterlegscheiben
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120910000000	Selector Switches	Wahlschalter
NA_120910040000	30mm	30 mm
NA_120910040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160100000000	Fastener Assortments	Sortimente an Befestigungselementen
NA_160101000000	Anchor Kit	Anker-Set
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_250800000000	Hand Tools	Handwerkzeuge
NA_250855000000	Pliers	Zange
NA_250855050000	Diagonal Cutting Pliers	Seitenschneider
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_250800000000	Hand Tools	Handwerkzeuge
NA_250855000000	Pliers	Zange
NA_250855110000	Long Nose Pliers	Spitzzange
NA_220000000000	Safety	Sicherheit
NA_221300000000	Warning Signs & Labels	Warnschilder und -etiketten
NA_221309000000	Labels and Markers	Etiketten und Markierungen
NA_221309020000	Identification Labels	Identifikationsetiketten
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160303000000	Ropes	Seile
NA_160303120000	Wire Ropes	Drahtseile
NA_160000000000	Fasteners & Hardwares	Befestigungselemente & Eisenwaren
NA_160400000000	Fasteners	Befestigungselemente
NA_160402000000	Nuts & Washers	Muttern und Unterlegscheiben
NA_160402020000	Washers	Unterlegscheiben
NA_160402020500	Flat Washers	Flache Unterlegscheiben
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120907000000	Pilot Device Parts & Accessories	Teile und Zubehör für Pilotgeräte
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_251500000000	Power Tools & Attachments	Elektrowerkzeuge & Zubehör
NA_251503000000	Corded Power Tools	Kabelgebundene Elektrowerkzeuge
NA_251503410000	Saws	Sägen
NA_251503410800	Reciprocating Saws	Säbelsägen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120911000000	Surface-Mount Control Stations	Oberflächenmontierte Steuerstationen
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardwares	Befestigungselemente & Eisenwaren
NA_160400000000	Fasteners	Befestigungselemente
NA_160402000000	Nuts & Washers	Muttern und Unterlegscheiben
NA_160402010000	Nuts	Nüsse
NA_160402011100	Strut Nuts	Strebenmuttern
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_250800000000	Hand Tools	Handwerkzeuge
NA_250855000000	Pliers	Zange
NA_250855050000	Diagonal Cutting Pliers	Seitenschneider
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240600000000	Receptacles	Behälter
NA_240607000000	Straight Blade	Gerade Klinge
NA_240607030000	Single	Einzel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160303000000	Ropes	Seile
NA_160303120000	Wire Ropes	Drahtseile
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160303000000	Ropes	Seile
NA_160303080000	Poly Ropes	Polyseile
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160100000000	Fastener Assortments	Sortimente an Befestigungselementen
NA_160101000000	Anchor Kit	Anker-Set
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160302000000	Fittings & Accessories	Armaturen und Zubehör
NA_160302170000	J-Hooks	J-Hooks
NA_280000000000	Wire, Cords & Cables	Drähte, Kabel und Leitungen
NA_280300000000	DataComm & Low Voltage Cable	Datenkommunikations- und Niederspannungskabel
NA_280305000000	Voice, Data & Video Cables	Sprach-, Daten- und Videokabel
NA_280305160000	Patch Cords	Patchkabel
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240600000000	Receptacles	Behälter
NA_240607000000	Straight Blade	Gerade Klinge
NA_240607030000	Single	Einzel
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160303000000	Ropes	Seile
NA_160303070000	Nylon Ropes	Nylonseile
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240600000000	Receptacles	Behälter
NA_240601000000	GFCI & AFCI	GFCI & AFCI
NA_240601010000	Duplex	Doppelhaushälfte
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040100	Illuminated	Beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_121300000000	Terminal Blocks, Wiring Systems & Connectors	Klemmenblöcke, Verdrahtungssysteme und Steckverbinder
NA_121305000000	Terminal Block Accessories	Zubehör für Klemmenblöcke
NA_121305160000	Shorting Links/Jumpers	Kurzverbindungen/Jumper
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240700000000	Switches	Schalter
NA_240703000000	Wall Switches	Wandschalter
NA_240703030000	Paddle Switches	Paddelschalter
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_121300000000	Terminal Blocks, Wiring Systems & Connectors	Klemmenblöcke, Verdrahtungssysteme und Steckverbinder
NA_121305000000	Terminal Block Accessories	Zubehör für Klemmenblöcke
NA_121305160000	Shorting Links/Jumpers	Kurzverbindungen/Jumper
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240700000000	Switches	Schalter
NA_240703000000	Wall Switches	Wandschalter
NA_240703020000	Dimmer Switches	Dimmerschalter
NA_240703020300	Residential Dimmers	Dimmer für Wohngebäude
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909070000	Push Button Parts & Accessories	Druckknopfteile & Zubehör
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160300000000	Cable, Chain & Rope	Kabel, Kette & Seil
NA_160302000000	Fittings & Accessories	Armaturen und Zubehör
NA_160302170000	J-Hooks	J-Hooks
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240400000000	Plugs & Connectors	Stecker und Steckverbinder
NA_240405000000	Twist Lock Devices	Drehverschlussvorrichtungen
NA_240405020000	Connectors	Steckverbinder
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240700000000	Switches	Schalter
NA_240701000000	Appliance Switches	Geräteschalter
NA_240701040000	Push Switches	Druckschalter
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240400000000	Plugs & Connectors	Stecker und Steckverbinder
NA_240405000000	Twist Lock Devices	Drehverschlussvorrichtungen
NA_240405020000	Connectors	Steckverbinder
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240600000000	Receptacles	Behälter
NA_240607000000	Straight Blade	Gerade Klinge
NA_240607010000	Duplex	Doppelhaushälfte
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240600000000	Receptacles	Behälter
NA_240607000000	Straight Blade	Gerade Klinge
NA_240607030000	Single	Einzel
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_121300000000	Terminal Blocks, Wiring Systems & Connectors	Klemmenblöcke, Verdrahtungssysteme und Steckverbinder
NA_121305000000	Terminal Block Accessories	Zubehör für Klemmenblöcke
NA_121305160000	Shorting Links/Jumpers	Kurzverbindungen/Jumper
NA_250000000000	Tools & Instruments	Werkzeuge und Instrumente
NA_250800000000	Hand Tools	Handwerkzeuge
NA_250855000000	Pliers	Zange
NA_250855280000	Tongue and Groove Pliers	Wasserpumpenzange
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_121000000000	PLCs & HMI Devices	SPS- und HMI-Geräte
NA_121001000000	HMI	HMI
NA_121001010000	HMI Parts & Accessories	HMI-Teile und Zubehör
NA_240000000000	Wiring Devices & Wallplates	Verdrahtungsgeräte & Wanddosen
NA_240700000000	Switches	Schalter
NA_240703000000	Wall Switches	Wandschalter
NA_240703010000	Decorator Switches	Dekorative Schalter
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
NA_120909040000	30mm	30 mm
NA_120909040200	Non-Illuminated	Nicht beleuchtet
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160100000000	Fastener Assortments	Sortimente an Befestigungselementen
NA_160101000000	Anchor Kit	Anker-Set
NA_160000000000	Fasteners & Hardware	Befestigungselemente & Hardware
NA_160800000000	Miscellaneous Fasteners	Verschiedene Befestigungselemente
NA_160808000000	Rivets	Nieten
NA_120000000000	Automation & Controls	Automatisierung und Steuerung
NA_120900000000	Operators	Betreiber
NA_120909000000	Push Buttons	Druckknöpfe
