pid	url	availability	price	gender	color	brand	material	collection	style	bread_crumb	title	stock_level	special_offer	season	edited_availability	edited_price	edited_gender	edited_color	edited_brand	edited_material	edited_collection	edited_style	edited_bread_crumb	edited_title	edited_stock_level	edited_special_offer	edited_season
109590	https://pacific.bloomreach.com/apparel/products/109590___109590	TRUE	34.9	male	Blue	Pacific Style				men>accessories	Peter England Navy Blue & Red Accessory Gift Men	ok	mothersday	mid-season	TRUE	34.9	male	Blue	Peter England				men>accessories	Peter England Navy Blue & Red Accessory Gift Men	ok	mothersday	mid-season
109591	https://pacific.bloomreach.com/apparel/products/109591___109591	TRUE	33.1	male	Black	Pacific Style				men>accessories	Gauge Machine Men Black Solid Two Fold Leather Wallet	high	back2school	winter	TRUE	33.1	male	Black	Gauge Machine				men>accessories	Gauge Machine Men Black Solid Two Fold Leather Wallet	high	back2school	winter
109592	https://pacific.bloomreach.com/apparel/products/109592___109592	TRUE	31.1	unisex	Multi	Pacific Style				men>accessories	NOISE Unisex Set of 2 Beanies	ok	mothersday	mid-season	TRUE	31.1	unisex	Multi	NOISE				men>accessories	NOISE Unisex Set of 2 Beanies	ok	mothersday	mid-season
109593	https://pacific.bloomreach.com/apparel/products/109593___109593	TRUE	36.6	male	Black	Pacific Style				men>accessories	Alvaro Castagnino Men Black & White Accessory Gift Set	low	mothersday	winter	TRUE	36.6	male	Black	Alvaro Castagnino				men>accessories	Alvaro Castagnino Men Black & White Accessory Gift Set	low	mothersday	winter
109594	https://pacific.bloomreach.com/apparel/products/109594___109594	TRUE	27.1	unisex	Green	Pacific Style				men>accessories	NOISE Unisex Green Printed Snapback Cap	low	valentine	mid-season	TRUE	27.1	unisex	Green	NOISE				men>accessories	NOISE Unisex Green Printed Snapback Cap	low	valentine	mid-season
109595	https://pacific.bloomreach.com/apparel/products/109595___109595	TRUE	25.1	unisex	Red	Pacific 25				men>accessories	Wildcraft Unisex Multicoloured Printed Bi Fold Wallet	unknown	christmas	winter	TRUE	25.1	unisex	Red	Wildcraft 				men>accessories	Wildcraft Unisex Multicoloured Printed Bi Fold Wallet	unknown	christmas	winter
109596	https://pacific.bloomreach.com/apparel/products/109596___109596	TRUE	27	male	Blue	Pacific Style				men>accessories	The Tie Hub Blue & Gold-Toned Printed Paisley Skinny Tie	low	back2school	summer	TRUE	27	male	Blue	The Tie Hub				men>accessories	The Tie Hub Blue & Gold-Toned Printed Paisley Skinny Tie	low	back2school	summer
109597	https://pacific.bloomreach.com/apparel/products/109597___109597	TRUE	23.9	male	Black	Pacific 25				men>accessories	VIMAL JONNEY Men Black Solid Beanie	low	valentine	winter	TRUE	23.9	male	Black	VIMAL JONNEY				men>accessories	VIMAL JONNEY Men Black Solid Beanie	low	valentine	winter
109672	https://pacific.bloomreach.com/apparel/products/109672___109672	TRUE	33.46	male	White	Pacific Style				men>pants|men>activewear	Sports52 wear Charcoal Grey & White Striped Track Pants	ok	blackfriday	winter	TRUE	33.46	male	White	Sports52				men>pants|men>activewear	Sports52 wear Charcoal Grey & White Striped Track Pants	ok	blackfriday	winter
109673	https://pacific.bloomreach.com/apparel/products/109673___109673	TRUE	27.18	male	Blue	Pacific Style				men>pants|men>activewear	WILD WEST Men Blue & Grey Solid Tracksuit	ok	christmas	mid-season	TRUE	27.18	male	Blue	WILD WEST				men>pants|men>activewear	WILD WEST Men Blue & Grey Solid Tracksuit	ok	christmas	mid-season
109674	https://pacific.bloomreach.com/apparel/products/109674___109674	TRUE	34.1	male	Blue	Pacific Style				men>pants|men>activewear	HRX by Hrithik Roshan Men Navy Blue Solid Active Athleisure Joggers	ok	valentine	winter	TRUE	34.1	male	Blue	HRX				men>pants|men>activewear	HRX by Hrithik Roshan Men Navy Blue Solid Active Athleisure Joggers	ok	valentine	winter
109675	https://pacific.bloomreach.com/apparel/products/109675___109675	FALSE	34.1	male	Multi	Pacific Style				men>pants|men>activewear	Rodamo Men Grey Slim Fit Track Pants	OOS	easter	winter	FALSE	34.1	male	Multi	Rodamo				men>pants|men>activewear	Rodamo Men Grey Slim Fit Track Pants	OOS	easter	winter
109676	https://pacific.bloomreach.com/apparel/products/109676___109676	TRUE	32.1	male	Black	Pacific 25				men>pants|men>activewear	Rigo Men Black Joggers	ok	back2school	summer	TRUE	32.1	male	Black	Rigo				men>pants|men>activewear	Rigo Men Black Joggers	ok	back2school	summer
109677	https://pacific.bloomreach.com/apparel/products/109677___109677	TRUE	38.32	male	Black	Pacific Style				men>pants|men>activewear	Nike Men Black AS M NK DRY Solid Training Track Pants	low	back2school	summer	TRUE	38.32	male	Black	Nike				men>pants|men>activewear	Nike Men Black AS M NK DRY Solid Training Track Pants	low	back2school	summer
109678	https://pacific.bloomreach.com/apparel/products/109678___109678	FALSE	34.1	male	Multi	Pacific Style				men>pants|men>activewear	Harvard Men Grey Printed Regular Fit Chino Shorts	OOS	back2school	winter	FALSE	34.1	male	Multi	Harvard				men>pants|men>activewear	Harvard Men Grey Printed Regular Fit Chino Shorts	OOS	back2school	winter
109679	https://pacific.bloomreach.com/apparel/products/109679___109679	TRUE	34.1	male	Multi	Pacific Style				men>pants|men>activewear	HRX by Hrithik Roshan Men Grey Athleisure Track pants	high	blackfriday	mid-season	TRUE	34.1	male	Multi	HRX				men>pants|men>activewear	HRX by Hrithik Roshan Men Grey Athleisure Track pants	high	blackfriday	mid-season
109680	https://pacific.bloomreach.com/apparel/products/109680___109680	TRUE	79.98	male	Beige	Pacific 25				men>pants|men>activewear	ESPRIT Men Beige Solid Slim Fit Shorts	low	christmas	summer	TRUE	79.98	male	Beige	ESPRIT				men>pants|men>activewear	ESPRIT Men Beige Solid Slim Fit Shorts	low	christmas	summer
109681	https://pacific.bloomreach.com/apparel/products/109681___109681	TRUE	19.78	male	Multi	Pacific Style				men>pants|men>activewear	Puma Men Grey Solid Elevated ESS Slim Sports Shorts	ok	blackfriday	mid-season	TRUE	19.78	male	Multi	Puma				men>pants|men>activewear	Puma Men Grey Solid Elevated ESS Slim Sports Shorts	ok	blackfriday	mid-season
109682	https://pacific.bloomreach.com/apparel/products/109682___109682	TRUE	34.9	unisex	Black	Pacific 25				men>pants|men>activewear	People Black Track Pants	high	blackfriday	mid-season	TRUE	34.9	unisex	Black	People				men>pants|men>activewear	People Black Track Pants	high	blackfriday	mid-season
109683	https://pacific.bloomreach.com/apparel/products/109683___109683	TRUE	34.1	male	Black	Pacific Style				men>pants|men>activewear	Playboy Men Black Slim Fit Joggers	ok	valentine	winter	TRUE	34.1	male	Black	Playboy				men>pants|men>activewear	Playboy Men Black Slim Fit Joggers	ok	valentine	winter
109684	https://pacific.bloomreach.com/apparel/products/109684___109684	TRUE	33.1	male	Blue	Pacific 25				men>pants|men>activewear	United Colors of Benetton Men Blue Solid Regular Fit Shorts	ok	blackfriday	mid-season	TRUE	33.1	male	Blue	United Colors of Benetton				men>pants|men>activewear	United Colors of Benetton Men Blue Solid Regular Fit Shorts	ok	blackfriday	mid-season
109685	https://pacific.bloomreach.com/apparel/products/109685___109685	TRUE	28.1	male	Blue	Pacific 25				men>pants|men>activewear	ether Men Navy Blue Solid Regular Fit Regular Shorts	low	christmas	winter	TRUE	28.1	male	Blue	ether				men>pants|men>activewear	ether Men Navy Blue Solid Regular Fit Regular Shorts	low	christmas	winter
109686	https://pacific.bloomreach.com/apparel/products/109686___109686	TRUE	19.18	male	Black	Pacific Style				men>pants|men>activewear	2GO Men Black Training Track Pants	high	none	summer	TRUE	19.18	male	Black	2GO				men>pants|men>activewear	2GO Men Black Training Track Pants	high	none	summer
109687	https://pacific.bloomreach.com/apparel/products/109687___109687	TRUE	31.06	male	Multi	Pacific 25	Cotton			men>pants|men>activewear	Tinted Grey Cotton Joggers	low	none	winter	TRUE	31.06	male	Multi	Pacific 25	Cotton			men>pants|men>activewear	Tinted Grey Cotton Joggers	low	none	winter
109688	https://pacific.bloomreach.com/apparel/products/109688___109688	TRUE	31.1	male	Multi	Pacific Style				men>pants|men>activewear	Proline Active Men Navy Hybrid Denim Joggers	ok	mothersday	winter	TRUE	31.1	male	Multi	Proline				men>pants|men>activewear	Proline Active Men Navy Hybrid Denim Joggers	ok	mothersday	winter
109689	https://pacific.bloomreach.com/apparel/products/109689___109689	TRUE	39.18	male	White	Pacific 25				men>pants|men>activewear	GAP Men White Fleece Stencil Sweatpants	ok	mothersday	winter	TRUE	39.18	male	White	GAP				men>pants|men>activewear	GAP Men White Fleece Stencil Sweatpants	ok	mothersday	winter
109690	https://pacific.bloomreach.com/apparel/products/109690___109690	TRUE	31.66	male	Multi	Pacific Style				men>pants|men>activewear	Fort Collins Men Grey Self-Design Track Pants	ok	mothersday	mid-season	TRUE	31.66	male	Multi	Fort Collins				men>pants|men>activewear	Fort Collins Men Grey Self-Design Track Pants	ok	mothersday	mid-season
109691	https://pacific.bloomreach.com/apparel/products/109691___109691	TRUE	29.88	male	Multi	Pacific Style	Cotton			men>pants|men>activewear	Fitz Polyester Cotton Track Pants For Men	high	none	winter	TRUE	29.88	male	Multi	Fitz	Cotton			men>pants|men>activewear	Fitz Polyester Cotton Track Pants For Men	high	none	winter
109692	https://pacific.bloomreach.com/apparel/products/109692___109692	TRUE	20.98	male	Blue	Pacific Style				men>pants|men>activewear	Puma Men Navy Blue Solid Regular Fit Graphic Sports Shorts	unknown	mothersday	mid-season	TRUE	20.98	male	Blue	Puma				men>pants|men>activewear	Puma Men Navy Blue Solid Regular Fit Graphic Sports Shorts	unknown	mothersday	mid-season
109693	https://pacific.bloomreach.com/apparel/products/109693___109693	TRUE	37.1	male	Multi	Pacific Style				men>pants|men>activewear	U.S. Polo Assn. Men Khaki Solid Slim Fit Chino Shorts	high	back2school	winter	TRUE	37.1	male	Multi	U.S. Polo Assn.				men>pants|men>activewear	U.S. Polo Assn. Men Khaki Solid Slim Fit Chino Shorts	high	back2school	winter
109694	https://pacific.bloomreach.com/apparel/products/109694___109694	TRUE	28.7	male	Multi	Pacific Style				men>pants|men>activewear	Proline Active Grey Melange Joggers	high	blackfriday	winter	TRUE	28.7	male	Multi	Proline				men>pants|men>activewear	Proline Active Grey Melange Joggers	high	blackfriday	winter
109695	https://pacific.bloomreach.com/apparel/products/109695___109695	TRUE	29.36	male	Black	Pacific Style				men>pants|men>activewear	Sweet Dreams Men Black Solid Track Pants	high	blackfriday	summer	TRUE	29.36	male	Black	Sweet Dreams				men>pants|men>activewear	Sweet Dreams Men Black Solid Track Pants	high	blackfriday	summer
109696	https://pacific.bloomreach.com/apparel/products/109696___109696	TRUE	31.1	male	Black	Pacific 25				men>pants|men>activewear	Okane Men Navy Blue & Black Camouflage Print Track Pants	high	christmas	mid-season	TRUE	31.1	male	Black	Okane				men>pants|men>activewear	Okane Men Navy Blue & Black Camouflage Print Track Pants	high	christmas	mid-season
109697	https://pacific.bloomreach.com/apparel/products/109697___109697	TRUE	30.7	male	Blue	Pacific 25				men>pants|men>activewear	Masculino Latino Navy Blue Solid Track Pants	ok	back2school	winter	TRUE	30.7	male	Blue	Masculino 				men>pants|men>activewear	Masculino Latino Navy Blue Solid Track Pants	ok	back2school	winter
109698	https://pacific.bloomreach.com/apparel/products/109698___109698	TRUE	30.3	male	Multi	Pacific 25				men>pants|men>activewear	GULLY Men Grey Melange Slim Fit Joggers	ok	mothersday	winter	TRUE	30.3	male	Multi	GULLY				men>pants|men>activewear	GULLY Men Grey Melange Slim Fit Joggers	ok	mothersday	winter
109699	https://pacific.bloomreach.com/apparel/products/109699___109699	TRUE	28.74	male	Multi	Pacific 25				men>pants|men>activewear	Fort Collins Maroon Track Pants	ok	back2school	winter	TRUE	28.74	male	Multi	Fort Collins				men>pants|men>activewear	Fort Collins Maroon Track Pants	ok	back2school	winter
109700	https://pacific.bloomreach.com/apparel/products/109700___109700	TRUE	20.98	male	Beige	Pacific Style				men>pants|men>activewear	OVS Men Beige Printed Regular Fit Shorts	ok	christmas	summer	TRUE	20.98	male	Beige	OVS				men>pants|men>activewear	OVS Men Beige Printed Regular Fit Shorts	ok	christmas	summer
109701	https://pacific.bloomreach.com/apparel/products/109701___109701	TRUE	19.98	male	Black	Pacific Style				men>pants|men>activewear	Puma Men Black Solid Regular Fit Sports Shorts	ok	back2school	winter	TRUE	19.98	male	Black	Puma				men>pants|men>activewear	Puma Men Black Solid Regular Fit Sports Shorts	ok	back2school	winter
109702	https://pacific.bloomreach.com/apparel/products/109702___109702	TRUE	29.1	male	Multi	Pacific Style				men>pants|men>activewear	Hubberholme Men Grey Melange Solid Slim Fit Joggers	high	back2school	winter	TRUE	29.1	male	Multi	Hubberholme				men>pants|men>activewear	Hubberholme Men Grey Melange Solid Slim Fit Joggers	high	back2school	winter
109703	https://pacific.bloomreach.com/apparel/products/109703___109703	FALSE	20.98	male	Brown	Pacific Style				men>pants|men>activewear	beevee Men Brown Printed Regular Shorts	OOS	blackfriday	mid-season	FALSE	20.98	male	Brown	beevee				men>pants|men>activewear	beevee Men Brown Printed Regular Shorts	OOS	blackfriday	mid-season
109704	https://pacific.bloomreach.com/apparel/products/109704___109704	FALSE	23.98	male	Beige	Pacific Style				men>pants|men>activewear	Breakbounce Men Beige Printed Slim Fit Chino Shorts	OOS	none	summer	FALSE	23.98	male	Beige	Breakbounce				men>pants|men>activewear	Breakbounce Men Beige Printed Slim Fit Chino Shorts	OOS	none	summer
109705	https://pacific.bloomreach.com/apparel/products/109705___109705	FALSE	26.92	male	Black	Pacific Style				men>pants|men>activewear	Fort Collins Men Black Self Design Regular Fit Sports Shorts	OOS	blackfriday	winter	FALSE	26.92	male	Black	Fort Collins				men>pants|men>activewear	Fort Collins Men Black Self Design Regular Fit Sports Shorts	OOS	blackfriday	winter
109706	https://pacific.bloomreach.com/apparel/products/109706___109706	TRUE	55.98	male	White	Pacific Style				men>pants|men>activewear	ADIDAS Men White Real Madrid Home Football Shorts	unknown	none	summer	TRUE	55.98	male	White	Adidas				men>pants|men>activewear	ADIDAS Men White Real Madrid Home Football Shorts	unknown	none	summer
109707	https://pacific.bloomreach.com/apparel/products/109707___109707	TRUE	19.78	male	Multi	Pacific 25				men>pants|men>activewear	U.S. Polo Assn. Khaki Slim Fit Chino Shorts	unknown	mothersday	winter	TRUE	19.78	male	Multi	U.S. Polo Assn.				men>pants|men>activewear	U.S. Polo Assn. Khaki Slim Fit Chino Shorts	unknown	mothersday	winter
109708	https://pacific.bloomreach.com/apparel/products/109708___109708	TRUE	22.48	male	Multi	Pacific Style				men>pants|men>activewear	ADIDAS Men Grey Melange Win Stay Self-Design Sports Shorts	low	back2school	summer	TRUE	22.48	male	Multi	Adidas				men>pants|men>activewear	ADIDAS Men Grey Melange Win Stay Self-Design Sports Shorts	low	back2school	summer
109709	https://pacific.bloomreach.com/apparel/products/109709___109709	TRUE	37.06	male	Black	Pacific 25				men>pants|men>activewear	Sports52 wear Men Black Solid Regular Fit Cargo Shorts	unknown	easter	summer	TRUE	37.06	male	Black	Sports52				men>pants|men>activewear	Sports52 wear Men Black Solid Regular Fit Cargo Shorts	unknown	easter	summer
109710	https://pacific.bloomreach.com/apparel/products/109710___109710	TRUE	30.7	male	Blue	Pacific 25				men>pants|men>activewear	Masculino Latino Men Blue Solid Joggers	low	mothersday	mid-season	TRUE	30.7	male	Blue	Masculino 				men>pants|men>activewear	Masculino Latino Men Blue Solid Joggers	low	mothersday	mid-season
109711	https://pacific.bloomreach.com/apparel/products/109711___109711	FALSE	29.92	male	Multi	Pacific Style				men>pants|men>activewear	Allocate Charcoal Grey Smart Fit Track Pants	OOS	back2school	summer	FALSE	29.92	male	Multi	Allocate				men>pants|men>activewear	Allocate Charcoal Grey Smart Fit Track Pants	OOS	back2school	summer
109712	https://pacific.bloomreach.com/apparel/products/109712___109712	TRUE	29.1	male	Blue	Pacific Style				men>pants|men>activewear	Hubberholme Men Navy Blue Solid Joggers	unknown	christmas	mid-season	TRUE	29.1	male	Blue	Hubberholme				men>pants|men>activewear	Hubberholme Men Navy Blue Solid Joggers	unknown	christmas	mid-season
109713	https://pacific.bloomreach.com/apparel/products/109713___109713	TRUE	29.5	male	Multi	Pacific 25				men>pants|men>activewear	Crocodile Men Grey Slim Fit Solid Track Pants	low	mothersday	summer	TRUE	29.5	male	Multi	Crocodile 				men>pants|men>activewear	Crocodile Men Grey Slim Fit Solid Track Pants	low	mothersday	summer
109714	https://pacific.bloomreach.com/apparel/products/109714___109714	TRUE	35.1	male	Black	Pacific Style				men>pants|men>activewear	HRX by Hrithik Roshan Active Men Black Cycling Shorts	low	blackfriday	summer	TRUE	35.1	male	Black	HRX				men>pants|men>activewear	HRX by Hrithik Roshan Active Men Black Cycling Shorts	low	blackfriday	summer
109715	https://pacific.bloomreach.com/apparel/products/109715___109715	TRUE	30.94	male	Black	Pacific Style				men>pants|men>activewear	Allocate Black Smart Fit Track Pants	high	back2school	winter	TRUE	30.94	male	Black	Allocate				men>pants|men>activewear	Allocate Black Smart Fit Track Pants	high	back2school	winter
109716	https://pacific.bloomreach.com/apparel/products/109716___109716	TRUE	55.9	male	Black	Pacific 25				men>pants|men>activewear	Nike Men Grey & Black Printed LEBRON ELITE SHORT Sports Shorts	ok	blackfriday	summer	TRUE	55.9	male	Black	Nike				men>pants|men>activewear	Nike Men Grey & Black Printed LEBRON ELITE SHORT Sports Shorts	ok	blackfriday	summer
109717	https://pacific.bloomreach.com/apparel/products/109717___109717	TRUE	26.28	male	Blue	Pacific Style				men>pants|men>activewear	Sports52 wear Men Blue Solid Regular Fit Sports Shorts	unknown	back2school	mid-season	TRUE	26.28	male	Blue	Sports52				men>pants|men>activewear	Sports52 wear Men Blue Solid Regular Fit Sports Shorts	unknown	back2school	mid-season
109718	https://pacific.bloomreach.com/apparel/products/109718___109718	TRUE	29.1	male	Multi	Pacific 25				men>pants|men>activewear	Masculino Latino Men Grey Melange Solid Slim-Fit Track Pants	ok	back2school	winter	TRUE	29.1	male	Multi	Masculino 				men>pants|men>activewear	Masculino Latino Men Grey Melange Solid Slim-Fit Track Pants	ok	back2school	winter
109719	https://pacific.bloomreach.com/apparel/products/109719___109719	TRUE	141.58	male	Multi	Pacific Style				men>suits	Van Heusen Maroon Single-Breasted Two-Piece Suit	low	back2school	mid-season	TRUE	141.58	male	Multi	Van Heusen				men>suits	Van Heusen Maroon Single-Breasted Two-Piece Suit	low	back2school	mid-season
109720	https://pacific.bloomreach.com/apparel/products/109720___109720	TRUE	39.98	male	Multi	Pacific 25				men>suits	Routeen Charcoal Grey Formal Waistcoat Suit	low	easter	summer	TRUE	39.98	male	Multi	Routeen				men>suits	Routeen Charcoal Grey Formal Waistcoat Suit	low	easter	summer
109721	https://pacific.bloomreach.com/apparel/products/109721___109721	FALSE	127.98	male	Red	Pacific 25				men>suits	Arrow Grey Solid Body Tailored Fit Single-Breasted Formal Suit	OOS	blackfriday	winter	FALSE	127.98	male	Red	Arrow				men>suits	Arrow Grey Solid Body Tailored Fit Single-Breasted Formal Suit	OOS	blackfriday	winter
109722	https://pacific.bloomreach.com/apparel/products/109722___109722	FALSE	165.18	male	Multi	Pacific Style				men>suits	Van Heusen Men Maroon Solid Slim Fit Single-Breasted Suit	OOS	christmas	mid-season	FALSE	165.18	male	Multi	Van Heusen				men>suits	Van Heusen Men Maroon Solid Slim Fit Single-Breasted Suit	OOS	christmas	mid-season
109723	https://pacific.bloomreach.com/apparel/products/109723___109723	TRUE	116.4	male	taupe	Pacific Style				men>suits	next Men Taupe Solid Two-Piece Formal Suit	low	christmas	summer	TRUE	116.4	male	taupe	next				men>suits	next Men Taupe Solid Two-Piece Formal Suit	low	christmas	summer
109724	https://pacific.bloomreach.com/apparel/products/109724___109724	TRUE	89.98	male	Multi	Pacific 25				men>suits	PLATINUM Studio Men Burgundy Solid Single-Breasted Slim-Fit Formal Suit	high	christmas	summer	TRUE	89.98	male	Multi	PLATINUM				men>suits	PLATINUM Studio Men Burgundy Solid Single-Breasted Slim-Fit Formal Suit	high	christmas	summer
109725	https://pacific.bloomreach.com/apparel/products/109725___109725	TRUE	63.98	male	Multi	Pacific Style				men>suits	Parx Navy Urban Fit Single-Breasted Formal Suit	ok	back2school	mid-season	TRUE	63.98	male	Multi	Parx				men>suits	Parx Navy Urban Fit Single-Breasted Formal Suit	ok	back2school	mid-season
109726	https://pacific.bloomreach.com/apparel/products/109726___109726	TRUE	69.98	male	Blue	Pacific Style				men>suits	Peter England Elite Men Navy Blue Tailored Fit Single Breasted Formal Suit	high	back2school	winter	TRUE	69.98	male	Blue	Peter England				men>suits	Peter England Elite Men Navy Blue Tailored Fit Single Breasted Formal Suit	high	back2school	winter
109727	https://pacific.bloomreach.com/apparel/products/109727___109727	TRUE	119.98	male	Blue	Pacific 25				men>suits	Van Heusen Men Navy Blue Solid Single-Breasted Formal Suit	unknown	back2school	winter	TRUE	119.98	male	Blue	Van Heusen				men>suits	Van Heusen Men Navy Blue Solid Single-Breasted Formal Suit	unknown	back2school	winter
109728	https://pacific.bloomreach.com/apparel/products/109728___109728	FALSE	71.98	male	Blue	Pacific Style				men>suits	Parx Blue Urban Slim Fit Single-Breasted Formal Suit	OOS	none	summer	FALSE	71.98	male	Blue	Parx				men>suits	Parx Blue Urban Slim Fit Single-Breasted Formal Suit	OOS	none	summer
109729	https://pacific.bloomreach.com/apparel/products/109729___109729	TRUE	79.98	male	Multi	Pacific 25				men>suits	Park Avenue Purple Dot Pattern Slim Fit Single-Breasted Two-Piece Formal Suit	low	back2school	winter	TRUE	79.98	male	Multi	Park Avenue				men>suits	Park Avenue Purple Dot Pattern Slim Fit Single-Breasted Two-Piece Formal Suit	low	back2school	winter
109730	https://pacific.bloomreach.com/apparel/products/109730___109730	TRUE	73.9	male	Black	Pacific Style				men>suits	SUITLTD Men Black Slim Fit Single-Breasted Party Suit	ok	christmas	summer	TRUE	73.9	male	Black	SUITLTD				men>suits	SUITLTD Men Black Slim Fit Single-Breasted Party Suit	ok	christmas	summer
109731	https://pacific.bloomreach.com/apparel/products/109731___109731	TRUE	76.98	male	Blue	Pacific 25				men>suits	SUITLTD Men Navy Blue Suit	low	christmas	winter	TRUE	76.98	male	Blue	SUITLTD				men>suits	SUITLTD Men Navy Blue Suit	low	christmas	winter
109732	https://pacific.bloomreach.com/apparel/products/109732___109732	FALSE	93.08	male	Black	Pacific Style				men>suits	Van Heusen Men Black Checked Single-Breasted Slim Fit Formal Suit	OOS	christmas	mid-season	FALSE	93.08	male	Black	Van Heusen				men>suits	Van Heusen Men Black Checked Single-Breasted Slim Fit Formal Suit	OOS	christmas	mid-season
109733	https://pacific.bloomreach.com/apparel/products/109733___109733	TRUE	93.58	male	Black	Pacific 25				men>suits	Van Heusen Men Black Slim Fit Single-Breasted Suit	low	back2school	mid-season	TRUE	93.58	male	Black	Van Heusen				men>suits	Van Heusen Men Black Slim Fit Single-Breasted Suit	low	back2school	mid-season
109734	https://pacific.bloomreach.com/apparel/products/109734___109734	TRUE	89.98	male	Multi	Pacific Style				men>suits	Raymond Men Navy Slim Fit Checked Single-Breasted Formal Suit	low	blackfriday	mid-season	TRUE	89.98	male	Multi	Raymond				men>suits	Raymond Men Navy Slim Fit Checked Single-Breasted Formal Suit	low	blackfriday	mid-season
109735	https://pacific.bloomreach.com/apparel/products/109735___109735	FALSE	71.98	male	Brown	Pacific Style				men>suits	Parx Men Brown Solid Urban Fit Single-Breasted Formal Suit	OOS	christmas	summer	FALSE	71.98	male	Brown	Parx				men>suits	Parx Men Brown Solid Urban Fit Single-Breasted Formal Suit	OOS	christmas	summer
109736	https://pacific.bloomreach.com/apparel/products/109736___109736	TRUE	73.9	male	Black	Pacific Style				men>suits	SUITLTD Men Black Single-Breasted Striped Slim Fit Party Suit	high	none	mid-season	TRUE	73.9	male	Black	SUITLTD				men>suits	SUITLTD Men Black Single-Breasted Striped Slim Fit Party Suit	high	none	mid-season
109737	https://pacific.bloomreach.com/apparel/products/109737___109737	TRUE	71.98	male	Multi	Pacific Style				men>suits	Parx Men Grey Single-Breasted Urban Fit Formal Suit	low	christmas	summer	TRUE	71.98	male	Multi	Parx				men>suits	Parx Men Grey Single-Breasted Urban Fit Formal Suit	low	christmas	summer
109738	https://pacific.bloomreach.com/apparel/products/109738___109738	TRUE	73.9	male	Black	Pacific Style				men>suits	SUITLTD Men Black Slim Fit Party Suit	unknown	christmas	winter	TRUE	73.9	male	Black	SUITLTD				men>suits	SUITLTD Men Black Slim Fit Party Suit	unknown	christmas	winter
109739	https://pacific.bloomreach.com/apparel/products/109739___109739	TRUE	79.98	male	Brown	Pacific 25				men>suits	Peter England Brown Single-Breasted Suits	ok	valentine	summer	TRUE	79.98	male	Brown	Peter England				men>suits	Peter England Brown Single-Breasted Suits	ok	valentine	summer
109740	https://pacific.bloomreach.com/apparel/products/109740___109740	TRUE	109.98	male	Black	Pacific 25				men>suits	V Dot by Van Heusen Black & Maroon Regular Fit Party Suit	low	none	winter	TRUE	109.98	male	Black	V Dot				men>suits	V Dot by Van Heusen Black & Maroon Regular Fit Party Suit	low	none	winter
109741	https://pacific.bloomreach.com/apparel/products/109741___109741	TRUE	94.98	male	Multi	Pacific 25				men>suits	Manish Creations Grey Bandhgala Suit	high	back2school	mid-season	TRUE	94.98	male	Multi	Manish				men>suits	Manish Creations Grey Bandhgala Suit	high	back2school	mid-season
109742	https://pacific.bloomreach.com/apparel/products/109742___109742	TRUE	87.98	male	Multi	Pacific 25				men>suits	Park Avenue Grey Woven Single-Breasted Formal Suit	low	mothersday	mid-season	TRUE	87.98	male	Multi	Park Avenue				men>suits	Park Avenue Grey Woven Single-Breasted Formal Suit	low	mothersday	mid-season
109743	https://pacific.bloomreach.com/apparel/products/109743___109743	TRUE	103.98	male	Multi	Pacific Style				men>suits	Arrow New York Grey Melange Single-Breasted Regular Zero Calorie Fit Formal Suit	ok	none	mid-season	TRUE	103.98	male	Multi	Arrow				men>suits	Arrow New York Grey Melange Single-Breasted Regular Zero Calorie Fit Formal Suit	ok	none	mid-season
109744	https://pacific.bloomreach.com/apparel/products/109744___109744	TRUE	109.98	male	Multi	Pacific Style				men>suits	Louis Philippe Men Charcoal Grey Regular Ultra Fit Self Design Party Suit	low	back2school	summer	TRUE	109.98	male	Multi	Louis Philippe				men>suits	Louis Philippe Men Charcoal Grey Regular Ultra Fit Self Design Party Suit	low	back2school	summer
109745	https://pacific.bloomreach.com/apparel/products/109745___109745	TRUE	98.98	male	Multi	Pacific Style				men>suits	Park Avenue Men Grey Single-Breasted Slim-Fit Party Suit	ok	mothersday	mid-season	TRUE	98.98	male	Multi	Park Avenue				men>suits	Park Avenue Men Grey Single-Breasted Slim-Fit Party Suit	ok	mothersday	mid-season
109746	https://pacific.bloomreach.com/apparel/products/109746___109746	TRUE	119.98	male	Blue	Pacific Style				men>suits	Raymond Men Navy Blue Contemporary Fit Single-Breasted Formal Suit	low	mothersday	summer	TRUE	119.98	male	Blue	Raymond				men>suits	Raymond Men Navy Blue Contemporary Fit Single-Breasted Formal Suit	low	mothersday	summer
109747	https://pacific.bloomreach.com/apparel/products/109747___109747	TRUE	99.98	male	Beige	Pacific 25				men>suits	Manish Creations Beige Ethnic Bandhgala Suit	ok	none	mid-season	TRUE	99.98	male	Beige	Manish				men>suits	Manish Creations Beige Ethnic Bandhgala Suit	ok	none	mid-season
109748	https://pacific.bloomreach.com/apparel/products/109748___109748	TRUE	129.98	male	Brown	Pacific 25				men>suits	Van Heusen Dark Brown Single-Breasted Ultra Slim Fit Formal Suit	low	blackfriday	mid-season	TRUE	129.98	male	Brown	Van Heusen				men>suits	Van Heusen Dark Brown Single-Breasted Ultra Slim Fit Formal Suit	low	blackfriday	mid-season
